# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  6 05:46:58 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,pl_masse,pl_eqt,pl_orbincl,st_teff,st_lum,st_vsin,ra,dec,sy_dist,sy_bmag,sy_vmag
CoRoT-12 b,291.43800,1442,85.480,5675.00,,1.0000,100.7656871,-1.2964437,1126.3700000,16.4080000,15.5880000
CoRoT-12 b,,,,5675.00,,1.0000,100.7656871,-1.2964437,1126.3700000,16.4080000,15.5880000
CoRoT-12 b,290.81445,,85.480,5675.00,,1.0000,100.7656871,-1.2964437,1126.3700000,16.4080000,15.5880000
CoRoT-12 b,,1293,,5675.00,,,100.7656871,-1.2964437,1126.3700000,16.4080000,15.5880000
CoRoT-12 b,277.46559,1417,85.710,,0.070,,100.7656871,-1.2964437,1126.3700000,16.4080000,15.5880000
CoRoT-12 b,281.91521,1410,85.790,5675.00,,,100.7656871,-1.2964437,1126.3700000,16.4080000,15.5880000
CoRoT-13 b,,,,5945.00,,4.0000,102.7211432,-5.0864557,1148.9300000,15.2100000,15.0050000
CoRoT-13 b,423.03173,,88.020,5945.00,,4.0000,102.7211432,-5.0864557,1148.9300000,15.2100000,15.0050000
CoRoT-13 b,,1233,,5945.00,,,102.7211432,-5.0864557,1148.9300000,15.2100000,15.0050000
CoRoT-13 b,416.99296,1432,85.270,5945.00,,,102.7211432,-5.0864557,1148.9300000,15.2100000,15.0050000
CoRoT-13 b,415.70400,1700,88.020,5945.00,,4.0000,102.7211432,-5.0864557,1148.9300000,15.2100000,15.0050000
CoRoT-14 b,2415.40000,1952,79.600,6035.00,,9.0000,103.4242023,-5.5360385,1744.6000000,17.0110000,15.9320000
CoRoT-14 b,2437.75610,1936,79.700,6035.00,,,103.4242023,-5.5360385,1744.6000000,17.0110000,15.9320000
CoRoT-14 b,2358.29860,,79.600,6040.00,,9.0000,103.4242023,-5.5360385,1744.6000000,17.0110000,15.9320000
CoRoT-16 b,168.13207,,85.010,5650.00,,0.5000,278.5246658,-6.0026026,732.4090000,17.4170000,16.0520000
CoRoT-16 b,170.03200,,85.010,5650.00,,1.0000,278.5246658,-6.0026026,732.4090000,17.4170000,16.0520000
CoRoT-17 b,781.86180,1610,89.300,5740.00,,,278.6992360,-6.6122880,1176.1200000,17.5900000,16.2900000
CoRoT-17 b,772.29000,1626,88.340,5740.00,,4.5000,278.6992360,-6.6122880,1176.1200000,17.5900000,16.2900000
CoRoT-17 b,765.97030,,88.300,5740.00,,4.5000,278.6992360,-6.6122880,1176.1200000,17.5900000,16.2900000
CoRoT-18 b,1099.69180,,86.500,5440.00,,8.0000,98.1724172,-0.0316045,764.8890000,15.7510000,14.8680000
CoRoT-18 b,1039.30410,1490,86.800,5440.00,,,98.1724172,-0.0316045,764.8890000,15.7510000,14.8680000
CoRoT-18 b,1102.82000,1550,86.500,5440.00,,8.0000,98.1724172,-0.0316045,764.8890000,15.7510000,14.8680000
CoRoT-18 b,,,,5440.00,,8.0000,98.1724172,-0.0316045,764.8890000,15.7510000,14.8680000
CoRoT-18 b,1048.83900,1487,89.900,,-0.170,,98.1724172,-0.0316045,764.8890000,15.7510000,14.8680000
CoRoT-18 b,,1366,,5440.00,,,98.1724172,-0.0316045,764.8890000,15.7510000,14.8680000
CoRoT-19 b,346.43470,1630,89.700,6090.00,,,97.0335983,-0.1707293,790.6630000,14.9050000,14.1350000
CoRoT-19 b,,,88.000,6090.00,0.544,6.0000,97.0335983,-0.1707293,790.6630000,14.9050000,14.1350000
CoRoT-19 b,,,,6090.00,0.544,6.0000,97.0335983,-0.1707293,790.6630000,14.9050000,14.1350000
CoRoT-19 b,,1470,,6090.00,,,97.0335983,-0.1707293,790.6630000,14.9050000,14.1350000
CoRoT-19 b,352.78000,2000,88.000,6090.00,0.544,6.0000,97.0335983,-0.1707293,790.6630000,14.9050000,14.1350000
CoRoT-19 b,367.09365,,88.000,6090.00,,6.0000,97.0335983,-0.1707293,790.6630000,14.9050000,14.1350000
CoRoT-2 b,1051.97300,,87.840,,,,291.7770457,1.3836634,213.2830000,13.3460000,12.5160000
CoRoT-2 b,1052.01730,1535,88.070,5625.00,,,291.7770457,1.3836634,213.2830000,13.3460000,12.5160000
CoRoT-2 b,1048.83900,,88.080,5625.00,,11.8500,291.7770457,1.3836634,213.2830000,13.3460000,12.5160000
CoRoT-2 b,,1410,,5529.00,,,291.7770457,1.3836634,213.2830000,13.3460000,12.5160000
CoRoT-2 b,1134.65310,1521,87.450,5598.00,,,291.7770457,1.3836634,213.2830000,13.3460000,12.5160000
CoRoT-2 b,,,,5696.00,,8.5000,291.7770457,1.3836634,213.2830000,13.3460000,12.5160000
CoRoT-2 b,1102.82000,,88.080,5625.00,,10.8700,291.7770457,1.3836634,213.2830000,13.3460000,12.5160000
CoRoT-2 b,1150.54460,1548,87.450,5696.00,,,291.7770457,1.3836634,213.2830000,13.3460000,12.5160000
CoRoT-2 b,,,,5529.00,-0.131,,291.7770457,1.3836634,213.2830000,13.3460000,12.5160000
CoRoT-2 b,,,88.270,5575.00,,,291.7770457,1.3836634,213.2830000,13.3460000,12.5160000
CoRoT-2 b,,,,,,,291.7770457,1.3836634,213.2830000,13.3460000,12.5160000
CoRoT-2 b,,,87.840,5696.00,,8.5000,291.7770457,1.3836634,213.2830000,13.3460000,12.5160000
CoRoT-20 b,1315.81620,1024,85.900,,0.170,,97.7204249,0.2268931,844.0610000,15.6130000,14.6300000
CoRoT-20 b,1347.54000,1002,88.210,5880.00,,4.5000,97.7204249,0.2268931,844.0610000,15.6130000,14.6300000
CoRoT-20 b,1608.21980,1100,83.500,5880.00,,,97.7204249,0.2268931,844.0610000,15.6130000,14.6300000
CoRoT-20 b,,935,,5880.00,,,97.7204249,0.2268931,844.0610000,15.6130000,14.6300000
CoRoT-20 b,1366.66900,,88.210,,,,97.7204249,0.2268931,844.0610000,15.6130000,14.6300000
CoRoT-20 b,1344.42090,,88.210,5880.00,,4.5000,97.7204249,0.2268931,844.0610000,15.6130000,14.6300000
CoRoT-20 c,,,,,,,97.7204249,0.2268931,844.0610000,15.6130000,14.6300000
CoRoT-21 b,705.58260,,86.800,6200.00,,11.0000,101.0526207,-0.2991544,,16.6630000,16.0580000
CoRoT-21 b,718.29580,,86.800,6200.00,,11.0000,101.0526207,-0.2991544,,16.6630000,16.0580000
CoRoT-22 b,12.20000,885,89.749,5939.00,,4.0000,280.6671392,6.2191669,627.1580000,14.7400000,13.8200000
CoRoT-23 b,972.55980,1710,84.700,5900.00,,,279.7826586,4.3577516,1060.9700000,16.7270000,15.6750000
CoRoT-23 b,889.90000,1660,85.700,5900.00,,9.0000,279.7826586,4.3577516,1060.9700000,16.7270000,15.6750000
CoRoT-23 b,982.09470,,85.700,5900.00,,9.0000,279.7826586,4.3577516,1060.9700000,16.7270000,15.6750000
CoRoT-24 b,5.70000,1070,86.500,4950.00,,2.0000,101.9225430,-3.7192892,591.5550000,16.5930000,15.3830000
CoRoT-24 c,28.00000,850,89.000,4950.00,,2.0000,101.9225430,-3.7192892,591.5550000,16.5930000,15.3830000
CoRoT-25 b,85.81000,1330,84.500,6040.00,,4.3000,280.6296561,6.5138223,1103.4800000,15.8960000,14.7900000
CoRoT-25 b,93.12419,,84.500,6040.00,,4.3000,280.6296561,6.5138223,1103.4800000,15.8960000,14.7900000
CoRoT-26 b,165.26000,1600,86.800,5590.00,,2.0000,279.7504991,6.9697828,1045.1800000,17.5950000,15.8610000
CoRoT-26 b,184.34140,,86.800,5590.00,,2.0000,279.7504991,6.9697828,1045.1800000,17.5950000,15.8610000
CoRoT-27 b,3302.11000,1500,86.700,5900.00,,4.0000,278.4958319,5.5383811,1010.2800000,17.1170000,15.7740000
CoRoT-27 b,3273.64900,,86.700,5900.00,,4.0000,278.4958319,5.5383811,1010.2800000,17.1170000,15.7740000
CoRoT-28 b,152.87623,,88.100,5150.00,,3.0000,278.6883216,5.5736911,766.1830000,15.0140000,13.7830000
CoRoT-28 b,153.82972,,88.100,5150.00,,3.0000,278.6883216,5.5736911,766.1830000,15.0140000,13.7830000
CoRoT-29 b,270.15550,,87.300,5260.00,,3.5000,278.9020691,6.4795703,806.5070000,16.5880000,15.4080000
CoRoT-29 b,,,85.800,5268.00,-0.094,,278.9020691,6.4795703,806.5070000,16.5880000,15.4080000
CoRoT-29 b,266.97720,,87.300,5260.00,,3.5000,278.9020691,6.4795703,806.5070000,16.5880000,15.4080000
CoRoT-3 b,6747.53090,,86.100,,,35.8000,292.0552827,0.1218359,768.7710000,14.1180000,13.4480000
CoRoT-3 b,,,,6558.00,,18.4600,292.0552827,0.1218359,768.7710000,14.1180000,13.4480000
CoRoT-3 b,6979.54680,1695,85.800,6740.00,,,292.0552827,0.1218359,768.7710000,14.1180000,13.4480000
CoRoT-3 b,6814.27520,,85.900,6740.00,,17.0000,292.0552827,0.1218359,768.7710000,14.1180000,13.4480000
CoRoT-3 b,6883.91000,,85.900,6740.00,,17.0000,292.0552827,0.1218359,768.7710000,14.1180000,13.4480000
CoRoT-30 b,921.70700,,90.000,5650.00,,4.3000,277.6011767,6.8359338,1032.2300000,16.6700000,15.5710000
CoRoT-31 b,266.97720,,83.200,5700.00,,2.8000,94.8207350,-4.4222978,2005.7600000,16.7220000,15.4790000
CoRoT-35 b,349.61125,1747,84.100,6390.00,,8.8000,289.3143526,-2.7747085,1123.2100000,16.7300000,15.6350000
CoRoT-36 b,216.12332,1567,85.830,6730.00,,25.6000,277.7510149,7.1833465,925.9580000,13.7530000,13.1260000
CoRoT-4 b,228.83000,1074,90.000,6190.00,,6.4000,102.1946233,-0.6727861,726.4120000,14.2720000,13.6520000
CoRoT-4 b,223.43449,,90.000,6190.00,,6.4000,102.1946233,-0.6727861,726.4120000,14.2720000,13.6520000
CoRoT-4 b,232.33373,1058,89.960,6190.00,,,102.1946233,-0.6727861,726.4120000,14.2720000,13.6520000
CoRoT-4 b,,964,,6190.00,,,102.1946233,-0.6727861,726.4120000,14.2720000,13.6520000
CoRoT-5 b,145.88397,1397,85.680,,0.180,,101.2772396,0.8152163,882.4720000,14.6100000,14.0430000
CoRoT-5 b,,1351,,6100.00,,,101.2772396,0.8152163,882.4720000,14.6100000,14.0430000
CoRoT-5 b,,,,,,,101.2772396,0.8152163,882.4720000,14.6100000,14.0430000
CoRoT-5 b,151.92274,,85.830,6100.00,,1.0000,101.2772396,0.8152163,882.4720000,14.6100000,14.0430000
CoRoT-5 b,149.38010,1348,86.240,6100.00,,,101.2772396,0.8152163,882.4720000,14.6100000,14.0430000
CoRoT-5 b,148.42000,1438,85.830,6100.00,,1.0000,101.2772396,0.8152163,882.4720000,14.6100000,14.0430000
CoRoT-6 b,937.59850,,89.070,6090.00,,7.5000,281.0725563,6.6632062,645.2940000,14.6910000,13.9610000
CoRoT-6 b,940.74000,1017,89.070,6090.00,,7.6000,281.0725563,6.6632062,645.2940000,14.6910000,13.9610000
CoRoT-6 b,940.77680,1025,88.880,6090.00,,,281.0725563,6.6632062,645.2940000,14.6910000,13.9610000
CoRoT-6 b,,,,,,,281.0725563,6.6632062,645.2940000,14.6910000,13.9610000
CoRoT-7 b,6.05600,,80.980,5250.00,,,100.9561682,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-7 b,4.07661,,80.100,5275.00,,,100.9561682,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-7 b,6.99226,1910,79.600,5250.00,,,100.9561682,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-7 b,5.74000,1756,80.780,5259.00,,,100.9561682,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-7 b,4.73000,,,5256.00,-0.289,,100.9561682,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-7 b,21.00000,,80.100,5275.00,,3.5000,100.9561682,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-7 b,4.60000,,,5313.00,,,100.9561682,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-7 b,4.80000,,80.000,5256.00,-0.289,,100.9561682,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-7 c,8.40000,,80.000,5256.00,-0.289,,100.9561682,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-7 c,13.56000,,,5256.00,-0.289,,100.9561682,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-7 c,13.28900,,,5250.00,,,100.9561682,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-7 d,17.14200,,,5250.00,,,100.9561682,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-8 b,69.28694,,88.400,5080.00,,2.0000,291.5885696,1.4262972,322.0370000,16.0050000,14.7920000
CoRoT-8 b,69.92000,,88.400,5080.00,,2.0000,291.5885696,1.4262972,322.0370000,16.0050000,14.7920000
CoRoT-8 b,68.65128,922,87.440,5080.00,,,291.5885696,1.4262972,322.0370000,16.0050000,14.7920000
CoRoT-8 b,69.28694,870,88.180,,-0.400,,291.5885696,1.4262972,322.0370000,16.0050000,14.7920000
CoRoT-9 b,,,,,,,280.7866461,6.2040783,412.9800000,14.5580000,13.6370000
CoRoT-9 b,266.97720,420,89.900,5625.00,,3.5000,280.7866461,6.2040783,412.9800000,14.5580000,13.6370000
CoRoT-9 b,262.52758,413,89.970,5625.00,,,280.7866461,6.2040783,412.9800000,14.5580000,13.6370000
CoRoT-9 b,268.88418,,89.900,5625.00,,3.5000,280.7866461,6.2040783,412.9800000,14.5580000,13.6370000
CoRoT-9 b,266.97000,,89.990,5625.00,,3.5000,280.7866461,6.2040783,412.9800000,14.5580000,13.6370000
CoRoTID 223977153 b,47.67450,938,89.000,5970.00,-0.155,3.2000,100.1951714,9.2573953,576.6830000,14.4030000,13.6260000
CoRoTID 223977153 b,,,,5970.00,-0.155,3.2000,100.1951714,9.2573953,576.6830000,14.4030000,13.6260000
DE CVn b,,,86.000,,,,201.7207198,45.5455449,30.5225000,14.2270000,12.9560000
DENIS-P J082303.1-491201 b,9057.77000,,56.600,,,,125.7620668,-49.2003008,,,
DH Tau b,3496.00000,,,,,,67.4231674,26.5493897,134.8460000,15.5420000,13.9800000
DH Tau b,3496.13000,2200,,4371.00,-0.212,,67.4231674,26.5493897,134.8460000,15.5420000,13.9800000
DMPP-1 b,,877,,6196.00,,3.4100,86.7761233,-10.6303217,62.5388000,8.5380000,7.9800000
DMPP-1 c,,1239,,6196.00,,3.4100,86.7761233,-10.6303217,62.5388000,8.5380000,7.9800000
DMPP-1 d,,1632,,6196.00,,3.4100,86.7761233,-10.6303217,62.5388000,8.5380000,7.9800000
DMPP-1 e,,1314,,6196.00,,3.4100,86.7761233,-10.6303217,62.5388000,8.5380000,7.9800000
DMPP-2 b,,1000,,6500.00,0.104,5.1000,27.4077310,-34.4590985,137.9400000,8.9650000,8.5700000
DMPP-3 A b,,854,,5138.00,,1.9700,91.6243820,-72.5126648,45.2300000,,
DMPP-3 A b,,854,,,,,91.6243820,-72.5126648,45.2300000,,
DMPP-4 b,,,,6400.00,0.459,7.5000,293.5826648,51.2358069,25.3284000,6.1910000,5.7293600
DP Leo b,1995.88832,,,,,,169.3162193,17.9615717,305.6840000,,18.6837000
DP Leo b,,,,,,,169.3162193,17.9615717,305.6840000,,18.6837000
DS Tuc A b,,837,,5414.00,,,354.9154673,-69.1960430,44.0622000,8.8860000,8.1700000
DS Tuc A b,413.17900,,88.830,5542.00,,15.5000,354.9154673,-69.1960430,44.0622000,8.8860000,8.1700000
DS Tuc A b,,850,89.500,5428.00,-0.140,17.8000,354.9154673,-69.1960430,44.0622000,8.8860000,8.1700000
EPIC 201170410.02,,,89.002,3648.00,,,170.1408561,-4.8070039,,19.4560000,17.6984000
EPIC 201238110 b,,,,,,,179.7058532,-3.3894613,159.2590000,17.8810000,16.0140000
EPIC 201238110 b,,,,,,,179.7058532,-3.3894613,159.2590000,17.8810000,16.0140000
EPIC 201427007 b,,,88.500,5633.00,,,184.6021322,-0.5512886,706.3910000,15.0810000,14.3210000
EPIC 201497682 b,,,,,,,168.9366786,0.4880606,253.0260000,15.1480000,13.9480000
EPIC 201595106 b,,,84.701,5705.00,,,183.7203635,1.9681688,232.1000000,12.4810000,11.7460000
EPIC 201595106 b,,,89.200,5820.00,,,183.7203635,1.9681688,232.1000000,12.4810000,11.7460000
EPIC 201595106 b,,1874,,5711.17,-0.026,,183.7203635,1.9681688,232.1000000,12.4810000,11.7460000
EPIC 201615463 c,,,,,,,185.1880932,2.2823788,476.8820000,12.6400000,12.0810000
EPIC 201754305 d,,,,,,,175.0972238,4.5574311,334.9670000,15.6620000,14.6680000
EPIC 201757695.02,,,89.276,4520.00,-0.364,,173.9385102,4.6164303,,16.2200000,14.9740000
EPIC 201833600 c,,,,,,,169.4836540,5.9882890,257.4430000,15.9810000,14.7050000
EPIC 201833600 c,,,,,,,169.4836540,5.9882890,257.4430000,15.9810000,14.7050000
EPIC 201841433 b,,,,,,,175.2067520,6.1348146,436.4880000,15.9190000,14.9830000
EPIC 201841433 b,,,,,,,175.2067520,6.1348146,436.4880000,15.9190000,14.9830000
EPIC 201841433 b,,,89.001,5053.00,,,175.2067520,6.1348146,436.4880000,15.9190000,14.9830000
EPIC 205950854 c,,,,,,,333.1100738,-16.3418863,243.9350000,12.9730000,12.3650000
EPIC 205950854 c,,,,,,,333.1100738,-16.3418863,243.9350000,12.9730000,12.3650000
EPIC 205950854 c,,961,89.810,5502.70,,,333.1100738,-16.3418863,243.9350000,12.9730000,12.3650000
EPIC 206024342 b,,,,,,,331.2771441,-14.1218019,369.8880000,13.7980000,13.0960000
EPIC 206024342 b,,,,,,,331.2771441,-14.1218019,369.8880000,13.7980000,13.0960000
EPIC 206024342 c,,,,5648.00,,,331.2771441,-14.1218019,369.8880000,13.7980000,13.0960000
EPIC 206024342 c,,,91.700,5724.00,,,331.2771441,-14.1218019,369.8880000,13.7980000,13.0960000
EPIC 206024342 c,,,,,,,331.2771441,-14.1218019,369.8880000,13.7980000,13.0960000
EPIC 206024342 d,,,,,,,331.2771441,-14.1218019,369.8880000,13.7980000,13.0960000
EPIC 206024342 d,,,,5648.00,,,331.2771441,-14.1218019,369.8880000,13.7980000,13.0960000
EPIC 206024342 d,,,90.000,5724.00,,,331.2771441,-14.1218019,369.8880000,13.7980000,13.0960000
EPIC 206024342 d,,,,6438.00,,,331.2771441,-14.1218019,369.8880000,13.7980000,13.0960000
EPIC 206032309 b,,,,,,,341.2404563,-13.9011223,161.3650000,19.0280000,17.8900000
EPIC 206042996 b,,,90.500,4114.00,,,337.5136198,-13.6101475,451.7690000,18.3470000,16.5900000
EPIC 206042996 b,,,,,,,337.5136198,-13.6101475,451.7690000,18.3470000,16.5900000
EPIC 206042996 b,,,,,,,337.5136198,-13.6101475,451.7690000,18.3470000,16.5900000
EPIC 206042996 c,,,,3893.00,,,337.5136198,-13.6101475,451.7690000,18.3470000,16.5900000
EPIC 206042996 c,,,89.900,4114.00,,,337.5136198,-13.6101475,451.7690000,18.3470000,16.5900000
EPIC 206215704 b,,,,,,,335.0949721,-9.5097112,109.8880000,19.0150000,17.8300000
EPIC 206215704 b,,,,,,,335.0949721,-9.5097112,109.8880000,19.0150000,17.8300000
EPIC 206215704 b,,,89.900,3297.00,,,335.0949721,-9.5097112,109.8880000,19.0150000,17.8300000
EPIC 206317286 b,,,,,,,337.6178427,-7.9724560,314.3500000,15.0800000,14.0050000
EPIC 206317286 b,,,,,,,337.6178427,-7.9724560,314.3500000,15.0800000,14.0050000
EPIC 206317286 c,,,,4749.00,,,337.6178427,-7.9724560,314.3500000,15.0800000,14.0050000
EPIC 206317286 c,,,,,,,337.6178427,-7.9724560,314.3500000,15.0800000,14.0050000
EPIC 206317286 c,,,,4752.00,,,337.6178427,-7.9724560,314.3500000,15.0800000,14.0050000
EPIC 211822797 b,,,89.500,3880.00,-1.153,2.6000,130.4102091,17.6399744,186.1970000,16.7080000,15.1330000
EPIC 211822797 b,,,,,,,130.4102091,17.6399744,186.1970000,16.7080000,15.1330000
EPIC 211822797 b,,,,3811.00,-1.169,,130.4102091,17.6399744,186.1970000,16.7080000,15.1330000
EPIC 211822797 b,,,89.730,4148.21,,,130.4102091,17.6399744,186.1970000,16.7080000,15.1330000
EPIC 211822797 b,,,,3811.00,-1.169,,130.4102091,17.6399744,186.1970000,16.7080000,15.1330000
EPIC 211822797 b,,431,,4057.00,,,130.4102091,17.6399744,186.1970000,16.7080000,15.1330000
EPIC 211945201 b,,817,,6069.00,,,136.5741931,19.4020565,181.6900000,10.9380000,10.1540000
EPIC 211945201 b,,,87.900,6025.00,,4.0000,136.5741931,19.4020565,181.6900000,10.9380000,10.1540000
EPIC 211945201 b,,,,6128.00,0.373,,136.5741931,19.4020565,181.6900000,10.9380000,10.1540000
EPIC 211945201 b,,662,,6128.00,,,136.5741931,19.4020565,181.6900000,10.9380000,10.1540000
EPIC 211945201 b,,,89.333,6046.00,,,136.5741931,19.4020565,181.6900000,10.9380000,10.1540000
EPIC 211945201 b,27.00000,886,87.900,6025.00,,4.0000,136.5741931,19.4020565,181.6900000,10.9380000,10.1540000
EPIC 211945201 b,,,,,,,136.5741931,19.4020565,181.6900000,10.9380000,10.1540000
EPIC 211945201 b,,,,6128.00,0.373,,136.5741931,19.4020565,181.6900000,10.9380000,10.1540000
EPIC 211945201 b,,,,6320.00,,,136.5741931,19.4020565,181.6900000,10.9380000,10.1540000
EPIC 211945201 b,,,,,,,136.5741931,19.4020565,181.6900000,10.9380000,10.1540000
EPIC 212297394 b,,,,,,,207.2061241,-17.6098985,418.3950000,15.3770000,14.6110000
EPIC 212297394 b,,,,,,,207.2061241,-17.6098985,418.3950000,15.3770000,14.6110000
EPIC 212297394 b,,1149,,5171.00,,,207.2061241,-17.6098985,418.3950000,15.3770000,14.6110000
EPIC 212297394 c,,866,,5171.00,,,207.2061241,-17.6098985,418.3950000,15.3770000,14.6110000
EPIC 212297394 c,,,,,,,207.2061241,-17.6098985,418.3950000,15.3770000,14.6110000
EPIC 212297394 c,,,,5008.00,-0.467,,207.2061241,-17.6098985,418.3950000,15.3770000,14.6110000
EPIC 212424622 b,,,,,,,202.3313765,-14.3594358,611.8040000,13.9690000,13.4410000
EPIC 212424622 b,,,,,,,202.3313765,-14.3594358,611.8040000,13.9690000,13.4410000
EPIC 212499991 b,,,,,,,202.4887520,-12.7347749,283.2900000,14.4510000,13.6720000
EPIC 212587672 b,,,,,,,205.4445125,-10.8625468,320.0700000,12.6900000,12.4880000
EPIC 212587672 b,,,,,,,205.4445125,-10.8625468,320.0700000,12.6900000,12.4880000
EPIC 212587672 b,,756,,6004.00,,,205.4445125,-10.8625468,320.0700000,12.6900000,12.4880000
EPIC 212587672 c,,,89.421,5928.00,,,205.4445125,-10.8625468,320.0700000,12.6900000,12.4880000
EPIC 212587672 c,,,,6055.00,0.038,,205.4445125,-10.8625468,320.0700000,12.6900000,12.4880000
EPIC 212587672 c,,,,6055.00,0.038,,205.4445125,-10.8625468,320.0700000,12.6900000,12.4880000
EPIC 212587672 c,,,,,,,205.4445125,-10.8625468,320.0700000,12.6900000,12.4880000
EPIC 212587672 c,,658,,6004.00,,,205.4445125,-10.8625468,320.0700000,12.6900000,12.4880000
EPIC 212587672 c,,,,,,,205.4445125,-10.8625468,320.0700000,12.6900000,12.4880000
EPIC 212624936 b,,,90.300,5765.00,,,210.6376171,-10.0236852,561.9290000,14.7580000,13.9760000
EPIC 212624936 c,,,,,,,210.6376171,-10.0236852,561.9290000,14.7580000,13.9760000
EPIC 212624936 c,,,90.000,5765.00,,,210.6376171,-10.0236852,561.9290000,14.7580000,13.9760000
EPIC 212737443 b,,,,4581.00,-0.751,,204.2215065,-7.3180577,336.2500000,15.0360000,14.8100000
EPIC 212737443 b,,536,89.071,4684.00,,,204.2215065,-7.3180577,336.2500000,15.0360000,14.8100000
EPIC 212737443 b,,,,4581.00,-0.751,,204.2215065,-7.3180577,336.2500000,15.0360000,14.8100000
EPIC 212737443 c,,316,89.630,4684.00,,,204.2215065,-7.3180577,336.2500000,15.0360000,14.8100000
EPIC 220492298 b,,,92.600,5620.00,,,16.7615005,6.5887980,624.5120000,14.8190000,13.9910000
EPIC 220554210 c,,,91.300,5499.00,,,13.4321524,7.9952914,496.2890000,14.8450000,14.2100000
EPIC 220554210 c,,,,,,,13.4321524,7.9952914,496.2890000,14.8450000,14.2100000
EPIC 220554210 c,,,,,,,13.4321524,7.9952914,496.2890000,14.8450000,14.2100000
EPIC 220674823 b,8.21000,2300,86.400,5532.00,,,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 b,,,80.200,5590.00,-0.119,2.6200,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 b,,2119,,5617.00,,,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 b,,,79.528,5590.00,,,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 b,,,89.700,5613.00,,,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 b,8.36000,2333,86.400,5470.00,,2.8000,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 b,7.72000,,,5496.00,,,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 b,9.00000,2063,80.200,5496.00,,2.0000,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 b,,,,,,,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 b,,,,,,,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 c,,,,,,,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 c,,,90.200,5613.00,,,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 c,,,88.630,5590.00,,,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 c,,,,,,,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 c,,,87.200,5590.00,-0.119,2.6200,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 c,,741,,5617.00,,,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 c,8.90000,805,89.350,5532.00,,,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 c,5.70000,722,89.000,5496.00,,2.0000,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 c,5.80000,774,89.350,5470.00,,2.8000,13.0800239,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 228836835 b,,,89.700,3782.00,,,189.5748998,-5.2446247,150.1240000,,16.7700000
EPIC 228836835 b,,932,,3506.00,-1.612,,189.5748998,-5.2446247,150.1240000,,16.7700000
EPIC 229004835 b,,,89.442,5870.00,,,186.4860415,-1.4047214,121.9710000,10.7550000,10.2300000
EPIC 229004835 b,,739,,5886.00,0.030,,186.4860415,-1.4047214,121.9710000,10.7550000,10.2300000
EPIC 229004835 b,10.40000,804,88.080,5868.00,,,186.4860415,-1.4047214,121.9710000,10.7550000,10.2300000
